Company,Year,HSI,GES,Sector,SizNumFXHedge,SizNumFXFutFor,SizNumFXFutures,HedgingIndex,AvgAnnualGPR,GDP,CPI,InterestRate,TradeBalance,AvgAnnualVolatility,TypesOfDerivativesUsed,FXDerivativesNotional,ForeignAssetsPct,CountriesOperated,HedgeAccountingMentions,IntlCapexPct,IntlEmployeesPct,SupplyChainComplexity,FilingType,PoliticalRiskInsurance,IntlRDExpensePct,VARModelMentions,RiskCommitteeMentions,ForeignRevenuePct,DerivativesFairValue
UNH,2019,3.96,6.43,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,1816,0.33,22,2,0.15,0.78,0.56,10-K,0,0.26,0,0,0.11,408
UNH,2020,2.8,6.38,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,5,1027,0.89,21,3,0.47,0.3,0.5,10-K,1,0.33,0,0,0.74,324
UNH,2021,2.56,6.63,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,2,431,0.36,77,3,0.34,0.44,0.83,10-K,1,0.35,0,0,0.34,410
UNH,2022,3.41,6.35,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,272,0.64,10,3,0.38,0.58,0.86,10-K,1,0.48,0,0,0.54,236
UNH,2023,3.42,3.96,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,1102,0.61,16,3,0.52,0.39,0.79,10-K,1,0.29,0,0,0.67,132
UNH,2024,3.82,7.48,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,2,2244,0.21,39,0,0.46,0.33,0.18,10-K,0,0.48,0,1,0.34,310
ELV,2018,2.86,3.07,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,675,0.11,26,227,0.13,0.32,0.61,10-K,1,0.37,0,0,0.51,415
ELV,2019,4.03,5.81,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,314,0.12,35,222,0.26,0.18,0.13,10-K,0,0.11,0,0,0.75,440
ELV,2020,2.04,5.21,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,2,2116,0.8,30,256,0.61,0.35,0.48,10-K,1,0.15,0,0,0.36,378
ELV,2021,3.86,4.74,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,347,0.26,22,237,0.67,0.47,0.18,10-K,1,0.23,0,0,0.53,158
ELV,2022,3.83,5.35,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,1,2685,0.35,38,157,0.35,0.36,0.16,10-K,1,0.15,0,1,0.52,408
ELV,2023,2.43,5.23,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,3,2796,0.35,41,156,0.64,0.35,0.72,10-K,0,0.18,0,1,0.88,134
ELV,2024,3.66,7.41,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,3,550,0.42,5,141,0.35,0.44,0.57,10-K,1,0.17,0,2,0.66,57
HUM,2018,3.37,5.8,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,1,2725,0.51,64,16,0.08,0.24,0.85,10-K,1,0.56,0,4,0.73,250
HUM,2019,2.17,5.34,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,3,1295,0.5,33,4,0.79,0.48,0.81,10-K,0,0.38,0,4,0.49,314
HUM,2020,2.8,6.57,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,1339,0.61,68,3,0.56,0.49,0.81,10-K,0,0.05,0,3,0.38,165
HUM,2021,3.42,6.09,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,1075,0.41,29,3,0.6,0.74,0.63,10-K,1,0.25,0,3,0.65,415
HUM,2022,4.28,3.85,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,2,1836,0.53,45,3,0.76,0.21,0.88,10-K,0,0.43,0,2,0.72,373
HUM,2023,3.68,5.75,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,1412,0.16,56,3,0.06,0.7,0.38,10-K,0,0.15,0,2,0.46,355
HUM,2024,2.32,5.12,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,3,1731,0.33,48,5,0.71,0.77,0.5,10-K,1,0.06,0,4,0.18,343
CI,2019,2.87,4.78,Healthcare,5.0,43.0,0.0,-0.0893164908002861,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,3,1500,0.27,24,75,0.24,0.55,0.69,10-K,1,0.57,0,0,0.78,451
CI,2020,3.32,6.75,Healthcare,5.0,43.0,0.0,-0.0893164908002861,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,567,0.63,70,79,0.21,0.29,0.35,10-K,0,0.49,0,0,0.33,486
CI,2021,3.19,6.25,Healthcare,5.0,43.0,0.0,-0.0893164908002861,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,804,0.78,20,85,0.77,0.74,0.87,10-K,0,0.29,0,0,0.85,101
CI,2022,2.15,6.05,Healthcare,5.0,43.0,0.0,-0.0893164908002861,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,4,1554,0.65,36,100,0.53,0.6,0.61,10-K,0,0.48,0,0,0.83,49
CI,2023,2.5,6.0,Healthcare,5.0,43.0,0.0,-0.0893164908002861,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,1,438,0.68,6,93,0.46,0.86,0.22,10-K,1,0.13,0,0,0.8,265
CI,2024,2.41,5.14,Healthcare,5.0,43.0,0.0,-0.0893164908002861,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,3,296,0.78,57,87,0.12,0.76,0.46,10-K,1,0.25,0,2,0.23,154
CNC,2018,1.62,4.93,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,1681,0.43,35,21,0.41,0.16,0.7,10-K,0,0.25,0,0,0.22,17
CNC,2019,3.8,3.89,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,986,0.28,48,18,0.29,0.33,0.84,10-K,0,0.27,0,0,0.75,45
CNC,2020,2.44,4.87,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,1875,0.71,10,20,0.27,0.25,0.27,10-K,0,0.42,0,0,0.37,365
CNC,2021,2.94,3.85,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,577,0.47,26,7,0.19,0.32,0.28,10-K,1,0.36,0,0,0.43,389
CNC,2022,3.94,7.06,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,2,936,0.16,11,10,0.1,0.25,0.79,10-K,0,0.39,0,0,0.64,367
CNC,2023,3.75,6.72,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,826,0.83,17,10,0.76,0.73,0.22,10-K,1,0.46,0,0,0.62,347
CNC,2024,4.16,5.82,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,3,1625,0.76,45,13,0.69,0.75,0.24,10-K,1,0.29,0,5,0.43,375
MCK,2018,3.11,6.52,Healthcare,12.0,24.0,0.0,-0.0882968318382066,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,1,1191,0.73,51,226,0.06,0.57,0.24,10-K,1,0.57,0,0,0.46,409
MCK,2019,4.78,8.15,Healthcare,12.0,24.0,0.0,-0.0882968318382066,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,897,0.72,58,216,0.73,0.35,0.98,10-K,0,0.53,0,0,0.37,428
MCK,2020,3.25,6.5,Healthcare,12.0,24.0,0.0,-0.0882968318382066,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,2411,0.87,77,278,0.54,0.42,0.89,10-K,1,0.43,0,0,0.73,439
MCK,2021,4.67,6.56,Healthcare,12.0,24.0,0.0,-0.0882968318382066,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,1401,0.4,59,286,0.76,0.38,0.79,10-K,1,0.11,0,0,0.54,347
MCK,2022,4.17,4.64,Healthcare,12.0,24.0,0.0,-0.0882968318382066,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,2524,0.73,71,246,0.71,0.43,0.67,10-K,1,0.14,0,0,0.2,160
MCK,2023,3.86,3.61,Healthcare,12.0,24.0,0.0,-0.0882968318382066,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,4,1218,0.81,49,234,0.71,0.45,0.18,10-K,0,0.05,0,0,0.32,344
MCK,2024,4.67,4.99,Healthcare,12.0,24.0,0.0,-0.0882968318382066,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,2,2087,0.71,33,286,0.13,0.16,0.35,10-K,0,0.17,0,1,0.44,308
CAH,2018,3.2,5.45,Healthcare,0.0,3.0,0.0,-0.3562542772937476,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,5,570,0.66,2,118,0.79,0.46,0.82,10-K,1,0.13,3,0,0.18,127
CAH,2019,2.69,4.62,Healthcare,0.0,3.0,0.0,-0.3562542772937476,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,98,0.8,7,133,0.38,0.87,0.46,10-K,0,0.32,3,0,0.65,232
CAH,2020,4.1,5.98,Healthcare,0.0,3.0,0.0,-0.3562542772937476,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,4,153,0.48,60,201,0.06,0.56,0.34,10-K,0,0.31,3,0,0.61,15
CAH,2021,3.14,4.55,Healthcare,0.0,3.0,0.0,-0.3562542772937476,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,4,1039,0.14,59,205,0.78,0.52,0.41,10-K,1,0.33,3,0,0.31,325
CAH,2022,3.91,4.62,Healthcare,0.0,3.0,0.0,-0.3562542772937476,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,1,438,0.23,47,227,0.5,0.33,0.22,10-K,1,0.14,3,0,0.24,464
CAH,2023,2.94,5.41,Healthcare,0.0,3.0,0.0,-0.3562542772937476,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,4,1921,0.26,7,222,0.31,0.77,0.28,10-K,0,0.42,3,0,0.8,107
CIXXF,2021,5.2,5.56,Healthcare,14.0,0.0,0.0,-0.1802914463761643,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,4,2769,0.54,60,40,0.71,0.75,0.4,40-F,0,0.55,0,69,0.58,377
DGX,2018,2.57,5.29,Healthcare,0.0,20.0,0.0,-0.2717771424112272,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,1,1593,0.6,45,164,0.25,0.57,0.52,10-K,0,0.35,0,2,0.3,300
DGX,2019,3.38,5.52,Healthcare,0.0,20.0,0.0,-0.2717771424112272,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,2146,0.78,30,158,0.16,0.51,0.18,10-K,1,0.3,0,2,0.39,72
DGX,2020,2.68,6.99,Healthcare,0.0,20.0,0.0,-0.2717771424112272,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,1642,0.66,34,177,0.43,0.68,0.21,10-K,0,0.6,0,2,0.54,163
DGX,2021,3.51,4.08,Healthcare,0.0,20.0,0.0,-0.2717771424112272,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,2,536,0.55,79,184,0.6,0.81,0.64,10-K,1,0.08,0,2,0.45,237
DGX,2022,3.29,6.49,Healthcare,0.0,20.0,0.0,-0.2717771424112272,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,4,1261,0.61,9,160,0.6,0.45,0.15,10-K,0,0.04,0,2,0.69,158
DGX,2023,4.38,4.79,Healthcare,0.0,20.0,0.0,-0.2717771424112272,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,2,2343,0.27,79,151,0.23,0.21,0.88,10-K,1,0.38,0,2,0.75,154
DGX,2024,2.64,6.4,Healthcare,0.0,20.0,0.0,-0.2717771424112272,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,1403,0.63,29,127,0.16,0.34,0.14,10-K,1,0.44,0,7,0.21,293
LH,2018,2.5,6.44,Healthcare,3.0,17.0,0.0,-0.2457840376815062,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,2219,0.14,58,41,0.22,0.5,0.63,10-K,1,0.38,0,0,0.7,259
LH,2019,3.42,3.6,Healthcare,3.0,17.0,0.0,-0.2457840376815062,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,2335,0.54,23,65,0.74,0.77,0.8,10-K,1,0.17,0,0,0.27,82
LH,2020,1.68,5.08,Healthcare,3.0,17.0,0.0,-0.2457840376815062,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,5,272,0.35,17,73,0.11,0.21,0.98,10-K,0,0.21,0,0,0.32,231
LH,2021,2.83,6.31,Healthcare,3.0,17.0,0.0,-0.2457840376815062,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,637,0.48,30,69,0.42,0.22,0.56,10-K,1,0.26,0,0,0.27,94
LH,2022,1.81,6.04,Healthcare,3.0,17.0,0.0,-0.2457840376815062,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,4,443,0.11,55,68,0.07,0.45,1.0,10-K,1,0.52,0,0,0.66,133
LH,2023,2.69,4.8,Healthcare,3.0,17.0,0.0,-0.2457840376815062,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,1,406,0.4,9,63,0.3,0.89,0.82,10-K,1,0.2,0,0,0.56,177
LH,2024,4.74,6.44,Healthcare,3.0,17.0,0.0,-0.2457840376815062,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,1,883,0.46,15,58,0.13,0.69,0.39,10-K,0,0.48,0,1,0.74,385
DVA,2018,2.37,6.64,Healthcare,5.0,0.0,0.0,-0.302993949620779,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,937,0.49,12,33,0.5,0.45,0.92,10-K,1,0.23,0,0,0.76,438
DVA,2019,4.27,5.0,Healthcare,5.0,0.0,0.0,-0.302993949620779,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,1482,0.56,2,48,0.29,0.65,0.73,10-K,1,0.48,0,0,0.85,190
DVA,2020,3.67,5.51,Healthcare,5.0,0.0,0.0,-0.302993949620779,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,5,1410,0.19,17,51,0.11,0.5,0.2,10-K,1,0.46,0,0,0.74,333
DVA,2021,4.19,5.61,Healthcare,5.0,0.0,0.0,-0.302993949620779,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,3,1266,0.49,51,43,0.75,0.8,0.26,10-K,0,0.06,0,0,0.76,408
DVA,2022,3.76,6.71,Healthcare,5.0,0.0,0.0,-0.302993949620779,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,2894,0.39,7,60,0.31,0.75,0.57,10-K,1,0.46,0,0,0.28,300
DVA,2023,3.58,6.7,Healthcare,5.0,0.0,0.0,-0.302993949620779,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,4,2671,0.85,48,67,0.52,0.66,0.99,10-K,0,0.57,0,0,0.33,69
DVA,2024,4.47,5.79,Healthcare,5.0,0.0,0.0,-0.302993949620779,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,1352,0.67,78,56,0.55,0.83,0.68,10-K,0,0.36,0,1,0.55,107
FMS,2018,5.35,4.96,Healthcare,35.0,24.0,0.0,0.2252762320091421,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,2409,0.52,2,172,0.21,0.84,0.89,20-F,0,0.6,5,1,0.33,331
FMS,2019,3.57,6.63,Healthcare,35.0,24.0,0.0,0.2252762320091421,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,5,2950,0.14,11,199,0.38,0.33,0.86,20-F,1,0.43,4,3,0.16,271
FMS,2020,3.38,6.22,Healthcare,35.0,24.0,0.0,0.2252762320091421,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,2,1421,0.72,77,183,0.62,0.34,0.71,20-F,1,0.25,4,3,0.2,320
FMS,2021,3.22,5.44,Healthcare,35.0,24.0,0.0,0.2252762320091421,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,3,805,0.45,58,169,0.79,0.77,0.5,20-F,0,0.53,4,4,0.37,242
FMS,2022,2.65,4.71,Healthcare,35.0,24.0,0.0,0.2252762320091421,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,1498,0.59,50,225,0.06,0.49,0.75,20-F,0,0.56,4,3,0.55,44
FMS,2023,3.67,5.83,Healthcare,35.0,24.0,0.0,0.2252762320091421,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,1,468,0.84,73,227,0.46,0.21,0.54,20-F,0,0.18,4,3,0.1,275
FMS,2024,3.25,7.37,Healthcare,35.0,24.0,0.0,0.2252762320091421,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,1,2949,0.21,29,229,0.53,0.88,0.97,20-F,0,0.49,4,6,0.43,182
HCA,2023,2.39,6.98,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,3,596,0.59,68,45,0.16,0.82,0.51,10-K,1,0.03,0,1,0.16,98
HCA,2024,2.84,4.79,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,2,778,0.44,68,42,0.59,0.67,0.58,10-K,1,0.5,0,3,0.3,184
HCA,2018,2.92,5.9,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,539,0.12,36,68,0.74,0.24,0.3,10-K,0,0.37,0,0,0.12,254
HCA,2019,4.1,4.42,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,3,324,0.13,67,58,0.44,0.26,0.13,10-K,1,0.48,0,0,0.85,312
HCA,2020,4.13,5.07,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,5,1655,0.32,45,77,0.17,0.46,0.75,10-K,0,0.14,0,0,0.63,221
HCA,2021,2.59,8.27,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,2144,0.32,12,76,0.13,0.39,0.27,10-K,1,0.37,0,0,0.86,149
HCA,2022,2.39,5.58,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,4,658,0.81,73,59,0.7,0.83,0.49,10-K,1,0.32,0,0,0.84,24
THC,2018,1.65,4.63,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,1911,0.52,37,2,0.76,0.36,0.51,10-K,1,0.21,0,0,0.3,455
THC,2019,2.4,4.11,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,638,0.25,51,3,0.53,0.49,0.22,10-K,1,0.07,0,0,0.14,123
THC,2020,1.97,4.75,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,602,0.73,36,3,0.22,0.25,0.42,10-K,0,0.37,0,0,0.23,374
THC,2021,4.35,5.74,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,1006,0.49,73,3,0.46,0.29,0.4,10-K,0,0.08,0,0,0.66,165
THC,2022,1.75,6.3,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,2432,0.35,54,2,0.13,0.76,0.39,10-K,1,0.38,0,0,0.38,464
THC,2023,1.75,4.88,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,1,593,0.75,70,2,0.5,0.63,0.89,10-K,0,0.42,0,0,0.25,164
THC,2024,2.91,5.39,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,2,149,0.54,46,0,0.45,0.53,0.23,10-K,0,0.14,0,2,0.82,107
UHS,2023,4.2,2.87,Healthcare,0.0,105.0,0.0,0.1506085320013749,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,3,2539,0.7,35,106,0.26,0.87,0.26,10-K,0,0.42,0,0,0.19,252
UHS,2024,4.21,4.93,Healthcare,0.0,105.0,0.0,0.1506085320013749,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,1255,0.23,12,83,0.18,0.14,0.4,10-K,0,0.25,0,0,0.43,316
UHS,2018,3.28,5.08,Healthcare,0.0,105.0,0.0,0.1506085320013749,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,50,0.41,12,118,0.74,0.11,0.99,10-K,0,0.29,0,0,0.12,373
UHS,2019,4.01,4.83,Healthcare,0.0,105.0,0.0,0.1506085320013749,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,2,2068,0.17,26,113,0.56,0.67,0.84,10-K,0,0.16,0,0,0.71,229
UHS,2020,3.52,6.88,Healthcare,0.0,105.0,0.0,0.1506085320013749,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,5,2051,0.23,39,160,0.21,0.56,0.77,10-K,0,0.31,0,0,0.68,75
UHS,2021,4.01,5.65,Healthcare,0.0,105.0,0.0,0.1506085320013749,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,4,1137,0.67,56,156,0.59,0.33,0.16,10-K,1,0.51,0,0,0.82,190
UHS,2022,3.95,4.83,Healthcare,0.0,105.0,0.0,0.1506085320013749,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,2218,0.65,24,133,0.07,0.8,0.59,10-K,1,0.36,0,0,0.2,63
CYH,2024,4.0,6.9,Healthcare,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,583,0.13,52,6,0.36,0.3,0.12,10-K,0,0.55,0,5,0.86,222
CYH,2018,4.56,5.47,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,247,0.17,58,86,0.47,0.38,0.92,10-K,1,0.13,0,1,0.75,121
CYH,2019,5.12,3.41,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,2082,0.28,71,69,0.57,0.26,0.93,10-K,0,0.28,0,1,0.57,423
CYH,2020,4.3,4.75,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,5,2553,0.22,45,38,0.17,0.52,0.23,10-K,0,0.14,0,1,0.41,423
CYH,2021,4.1,4.97,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,2384,0.86,11,64,0.78,0.58,0.18,10-K,0,0.11,0,1,0.45,166
CYH,2022,3.82,5.15,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,445,0.19,20,16,0.73,0.49,0.85,10-K,0,0.56,0,1,0.12,452
CYH,2023,3.49,4.63,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,3,1310,0.56,65,12,0.43,0.1,0.77,10-K,0,0.56,0,1,0.2,465
EHC,2018,2.18,5.29,Healthcare,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,956,0.56,39,3,0.15,0.74,0.94,10-K,0,0.1,0,0,0.43,85
EHC,2019,3.31,4.76,Healthcare,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,2259,0.46,71,3,0.33,0.54,0.16,10-K,1,0.06,0,0,0.42,28
EHC,2020,1.61,5.89,Healthcare,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,2,1354,0.67,3,0,0.36,0.27,0.6,10-K,0,0.46,0,0,0.64,426
EHC,2021,2.87,5.9,Healthcare,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,458,0.11,16,0,0.67,0.9,0.98,10-K,0,0.48,0,0,0.54,141
EHC,2022,4.69,6.33,Healthcare,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,1238,0.26,78,0,0.07,0.51,0.71,10-K,1,0.52,0,0,0.18,178
EHC,2023,3.4,5.98,Healthcare,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,1443,0.47,78,0,0.7,0.27,0.71,10-K,1,0.06,0,0,0.47,494
